ward_section_concatenated,ward,section,month_name,month_number,dates,year,dates_list,date
2206,22,06,MAY,5,"23,27",2025,23,2025-05-23
2206,22,06,MAY,5,"23,27",2025,27,2025-05-27
2206,22,06,JULY,7,"7,8",2025,7,2025-07-07
2206,22,06,JULY,7,"7,8",2025,8,2025-07-08
2206,22,06,AUGUST,8,"14,15",2025,14,2025-08-14
2206,22,06,AUGUST,8,"14,15",2025,15,2025-08-15
2206,22,06,SEPTEMBER,9,"24,25",2025,24,2025-09-24
2206,22,06,SEPTEMBER,9,"24,25",2025,25,2025-09-25
2206,22,06,NOVEMBER,11,"4,5",2025,4,2025-11-04
2206,22,06,NOVEMBER,11,"4,5",2025,5,2025-11-05
2207,22,07,APRIL,4,"17,18",2025,17,2025-04-17
2207,22,07,APRIL,4,"17,18",2025,18,2025-04-18
2207,22,07,MAY,5,"28,29",2025,28,2025-05-28
2207,22,07,MAY,5,"28,29",2025,29,2025-05-29
2207,22,07,JULY,7,"9,10",2025,9,2025-07-09
2207,22,07,JULY,7,"9,10",2025,10,2025-07-10
2207,22,07,AUGUST,8,"18,19",2025,18,2025-08-18
2207,22,07,AUGUST,8,"18,19",2025,19,2025-08-19
2207,22,07,SEPTEMBER,9,"26,29",2025,26,2025-09-26
2207,22,07,SEPTEMBER,9,"26,29",2025,29,2025-09-29
2207,22,07,NOVEMBER,11,"6,7",2025,6,2025-11-06
2207,22,07,NOVEMBER,11,"6,7",2025,7,2025-11-07
2208,22,08,APRIL,4,"21,22",2025,21,2025-04-21
2208,22,08,APRIL,4,"21,22",2025,22,2025-04-22
2208,22,08,MAY,5,30,2025,30,2025-05-30
2208,22,08,JUNE,6,2,2025,2,2025-06-02
2208,22,08,JULY,7,"11,14",2025,11,2025-07-11
2208,22,08,JULY,7,"11,14",2025,14,2025-07-14
2208,22,08,AUGUST,8,"20,21",2025,20,2025-08-20
2208,22,08,AUGUST,8,"20,21",2025,21,2025-08-21
2208,22,08,SEPTEMBER,9,30,2025,30,2025-09-30
2208,22,08,OCTOBER,10,1,2025,1,2025-10-01
2208,22,08,NOVEMBER,11,"10,12",2025,10,2025-11-10
2208,22,08,NOVEMBER,11,"10,12",2025,12,2025-11-12
2209,22,09,APRIL,4,"23,24",2025,23,2025-04-23
2209,22,09,APRIL,4,"23,24",2025,24,2025-04-24
2209,22,09,JUNE,6,"3,4",2025,3,2025-06-03
2209,22,09,JUNE,6,"3,4",2025,4,2025-06-04
2209,22,09,JULY,7,"15,16",2025,15,2025-07-15
2209,22,09,JULY,7,"15,16",2025,16,2025-07-16
2209,22,09,AUGUST,8,"22,25",2025,22,2025-08-22
2209,22,09,AUGUST,8,"22,25",2025,25,2025-08-25
2209,22,09,OCTOBER,10,"2,3",2025,2,2025-10-02
2209,22,09,OCTOBER,10,"2,3",2025,3,2025-10-03
2209,22,09,NOVEMBER,11,"13,14",2025,13,2025-11-13
2209,22,09,NOVEMBER,11,"13,14",2025,14,2025-11-14
2210,22,10,APRIL,4,"25,28",2025,25,2025-04-25
2210,22,10,APRIL,4,"25,28",2025,28,2025-04-28
2210,22,10,JUNE,6,"5,6",2025,5,2025-06-05
2210,22,10,JUNE,6,"5,6",2025,6,2025-06-06
2210,22,10,JULY,7,"17,18",2025,17,2025-07-17
2210,22,10,JULY,7,"17,18",2025,18,2025-07-18
2210,22,10,AUGUST,8,"26,27",2025,26,2025-08-26
2210,22,10,AUGUST,8,"26,27",2025,27,2025-08-27
2210,22,10,OCTOBER,10,"6,7",2025,6,2025-10-06
2210,22,10,OCTOBER,10,"6,7",2025,7,2025-10-07
2210,22,10,NOVEMBER,11,"17,18",2025,17,2025-11-17
2210,22,10,NOVEMBER,11,"17,18",2025,18,2025-11-18
2211,22,11,APRIL,4,"29,30",2025,29,2025-04-29
2211,22,11,APRIL,4,"29,30",2025,30,2025-04-30
2211,22,11,JUNE,6,"9,10",2025,9,2025-06-09
2211,22,11,JUNE,6,"9,10",2025,10,2025-06-10
2211,22,11,JULY,7,"21,22",2025,21,2025-07-21
2211,22,11,JULY,7,"21,22",2025,22,2025-07-22
2211,22,11,AUGUST,8,"28,29",2025,28,2025-08-28
2211,22,11,AUGUST,8,"28,29",2025,29,2025-08-29
2211,22,11,OCTOBER,10,"8,9",2025,8,2025-10-08
2211,22,11,OCTOBER,10,"8,9",2025,9,2025-10-09
2211,22,11,NOVEMBER,11,"19,20",2025,19,2025-11-19
2211,22,11,NOVEMBER,11,"19,20",2025,20,2025-11-20
2212,22,12,MAY,5,"1,2",2025,1,2025-05-01
2212,22,12,MAY,5,"1,2",2025,2,2025-05-02
2212,22,12,JUNE,6,"11,12",2025,11,2025-06-11
2212,22,12,JUNE,6,"11,12",2025,12,2025-06-12
2212,22,12,JULY,7,"23,24",2025,23,2025-07-23
2212,22,12,JULY,7,"23,24",2025,24,2025-07-24
2212,22,12,SEPTEMBER,9,"2,3",2025,2,2025-09-02
2212,22,12,SEPTEMBER,9,"2,3",2025,3,2025-09-03
2212,22,12,OCTOBER,10,"10,14",2025,10,2025-10-10
2212,22,12,OCTOBER,10,"10,14",2025,14,2025-10-14
2212,22,12,NOVEMBER,11,"21,24",2025,21,2025-11-21
2212,22,12,NOVEMBER,11,"21,24",2025,24,2025-11-24
2213,22,13,MAY,5,"5,6",2025,5,2025-05-05
2213,22,13,MAY,5,"5,6",2025,6,2025-05-06
2213,22,13,JUNE,6,"13,16",2025,13,2025-06-13
2213,22,13,JUNE,6,"13,16",2025,16,2025-06-16
2213,22,13,JULY,7,"25,28",2025,25,2025-07-25
2213,22,13,JULY,7,"25,28",2025,28,2025-07-28
2213,22,13,SEPTEMBER,9,"4,5",2025,4,2025-09-04
2213,22,13,SEPTEMBER,9,"4,5",2025,5,2025-09-05
2213,22,13,OCTOBER,10,"15,16",2025,15,2025-10-15
2213,22,13,OCTOBER,10,"15,16",2025,16,2025-10-16
2214,22,14,MAY,5,"7,8",2025,7,2025-05-07
2214,22,14,MAY,5,"7,8",2025,8,2025-05-08
2214,22,14,JUNE,6,"17,18",2025,17,2025-06-17
2214,22,14,JUNE,6,"17,18",2025,18,2025-06-18
2214,22,14,JULY,7,"29,30",2025,29,2025-07-29
2214,22,14,JULY,7,"29,30",2025,30,2025-07-30
2214,22,14,SEPTEMBER,9,"8,9",2025,8,2025-09-08
2214,22,14,SEPTEMBER,9,"8,9",2025,9,2025-09-09
2214,22,14,OCTOBER,10,"17,20",2025,17,2025-10-17
2214,22,14,OCTOBER,10,"17,20",2025,20,2025-10-20
2301,23,01,APRIL,4,"1,2",2025,1,2025-04-01
2301,23,01,APRIL,4,"1,2",2025,2,2025-04-02
2301,23,01,JUNE,6,"9,10",2025,9,2025-06-09
2301,23,01,JUNE,6,"9,10",2025,10,2025-06-10
2301,23,01,AUGUST,8,"18,19",2025,18,2025-08-18
2301,23,01,AUGUST,8,"18,19",2025,19,2025-08-19
2301,23,01,OCTOBER,10,"27,29",2025,27,2025-10-27
2301,23,01,OCTOBER,10,"27,29",2025,29,2025-10-29
2302,23,02,APRIL,4,"3,4",2025,3,2025-04-03
2302,23,02,APRIL,4,"3,4",2025,4,2025-04-04
2302,23,02,JUNE,6,"11,12",2025,11,2025-06-11
2302,23,02,JUNE,6,"11,12",2025,12,2025-06-12
2302,23,02,AUGUST,8,"20,21",2025,20,2025-08-20
2302,23,02,AUGUST,8,"20,21",2025,21,2025-08-21
2302,23,02,OCTOBER,10,"29,30",2025,29,2025-10-29
2302,23,02,OCTOBER,10,"29,30",2025,30,2025-10-30
2303,23,03,APRIL,4,"7,8",2025,7,2025-04-07
2303,23,03,APRIL,4,"7,8",2025,8,2025-04-08
2303,23,03,JUNE,6,"13,16",2025,13,2025-06-13
2303,23,03,JUNE,6,"13,16",2025,16,2025-06-16
2303,23,03,AUGUST,8,"22,25",2025,22,2025-08-22
2303,23,03,AUGUST,8,"22,25",2025,25,2025-08-25
2303,23,03,OCTOBER,10,31,2025,31,2025-10-31
2303,23,03,NOVEMBER,11,3,2025,3,2025-11-03
2304,23,04,APRIL,4,"9,10",2025,9,2025-04-09
2304,23,04,APRIL,4,"9,10",2025,10,2025-04-10
2304,23,04,JUNE,6,"17,18",2025,17,2025-06-17
2304,23,04,JUNE,6,"17,18",2025,18,2025-06-18
2304,23,04,AUGUST,8,"26,27",2025,26,2025-08-26
2304,23,04,AUGUST,8,"26,27",2025,27,2025-08-27
2304,23,04,NOVEMBER,11,"4,5",2025,4,2025-11-04
2304,23,04,NOVEMBER,11,"4,5",2025,5,2025-11-05
2305,23,05,APRIL,4,"11,14",2025,11,2025-04-11
2305,23,05,APRIL,4,"11,14",2025,14,2025-04-14
2305,23,05,JUNE,6,"20,23",2025,20,2025-06-20
2305,23,05,JUNE,6,"20,23",2025,23,2025-06-23
2305,23,05,AUGUST,8,"23,28",2025,23,2025-08-23
2305,23,05,AUGUST,8,"23,28",2025,28,2025-08-28
2305,23,05,NOVEMBER,11,"6,7",2025,6,2025-11-06
2305,23,05,NOVEMBER,11,"6,7",2025,7,2025-11-07
2306,23,06,APRIL,4,"15,16",2025,15,2025-04-15
2306,23,06,APRIL,4,"15,16",2025,16,2025-04-16
2306,23,06,JUNE,6,"24,25",2025,24,2025-06-24
2306,23,06,JUNE,6,"24,25",2025,25,2025-06-25
2306,23,06,SEPTEMBER,9,"2,3",2025,2,2025-09-02
2306,23,06,SEPTEMBER,9,"2,3",2025,3,2025-09-03
2306,23,06,NOVEMBER,11,"10,12",2025,10,2025-11-10
2306,23,06,NOVEMBER,11,"10,12",2025,12,2025-11-12
2307,23,07,APRIL,4,"17,18",2025,17,2025-04-17
2307,23,07,APRIL,4,"17,18",2025,18,2025-04-18
2307,23,07,JUNE,6,"26,27",2025,26,2025-06-26
2307,23,07,JUNE,6,"26,27",2025,27,2025-06-27
2307,23,07,SEPTEMBER,9,"4,5",2025,4,2025-09-04
2307,23,07,SEPTEMBER,9,"4,5",2025,5,2025-09-05
2307,23,07,NOVEMBER,11,"13,14",2025,13,2025-11-13
2307,23,07,NOVEMBER,11,"13,14",2025,14,2025-11-14
2308,23,08,APRIL,4,"21,22",2025,21,2025-04-21
2308,23,08,APRIL,4,"21,22",2025,22,2025-04-22
2308,23,08,JUNE,6,30,2025,30,2025-06-30
2308,23,08,JULY,7,1,2025,1,2025-07-01
2308,23,08,SEPTEMBER,9,"8,9",2025,8,2025-09-08
2308,23,08,SEPTEMBER,9,"8,9",2025,9,2025-09-09
2308,23,08,NOVEMBER,11,"17,18",2025,17,2025-11-17
2308,23,08,NOVEMBER,11,"17,18",2025,18,2025-11-18
2309,23,09,APRIL,4,"23,24",2025,23,2025-04-23
2309,23,09,APRIL,4,"23,24",2025,24,2025-04-24
2309,23,09,JULY,7,"2,3",2025,2,2025-07-02
2309,23,09,JULY,7,"2,3",2025,3,2025-07-03
2309,23,09,SEPTEMBER,9,"10,11",2025,10,2025-09-10
2309,23,09,SEPTEMBER,9,"10,11",2025,11,2025-09-11
2309,23,09,NOVEMBER,11,"19,20",2025,19,2025-11-19
2309,23,09,NOVEMBER,11,"19,20",2025,20,2025-11-20
2310,23,10,APRIL,4,"25,26",2025,25,2025-04-25
2310,23,10,APRIL,4,"25,26",2025,26,2025-04-26
2310,23,10,JULY,7,"7,8",2025,7,2025-07-07
2310,23,10,JULY,7,"7,8",2025,8,2025-07-08
2310,23,10,SEPTEMBER,9,"12,15",2025,12,2025-09-12
2310,23,10,SEPTEMBER,9,"12,15",2025,15,2025-09-15
2310,23,10,NOVEMBER,11,"21,24",2025,21,2025-11-21
2310,23,10,NOVEMBER,11,"21,24",2025,24,2025-11-24
2311,23,11,APRIL,4,"29,30",2025,29,2025-04-29
2311,23,11,APRIL,4,"29,30",2025,30,2025-04-30
2311,23,11,JULY,7,"9,10",2025,9,2025-07-09
2311,23,11,JULY,7,"9,10",2025,10,2025-07-10
2311,23,11,SEPTEMBER,9,"16,17",2025,16,2025-09-16
2311,23,11,SEPTEMBER,9,"16,17",2025,17,2025-09-17
2312,23,12,MAY,5,"1,2",2025,1,2025-05-01
2312,23,12,MAY,5,"1,2",2025,2,2025-05-02
2312,23,12,JULY,7,"11,14",2025,11,2025-07-11
2312,23,12,JULY,7,"11,14",2025,14,2025-07-14
2312,23,12,SEPTEMBER,9,"18,19",2025,18,2025-09-18
2312,23,12,SEPTEMBER,9,"18,19",2025,19,2025-09-19
2313,23,13,MAY,5,"5,6",2025,5,2025-05-05
2313,23,13,MAY,5,"5,6",2025,6,2025-05-06
2313,23,13,JULY,7,"15,16",2025,15,2025-07-15
2313,23,13,JULY,7,"15,16",2025,16,2025-07-16
2313,23,13,SEPTEMBER,9,"22,23",2025,22,2025-09-22
2313,23,13,SEPTEMBER,9,"22,23",2025,23,2025-09-23
2314,23,14,MAY,5,"7,8",2025,7,2025-05-07
2314,23,14,MAY,5,"7,8",2025,8,2025-05-08
2314,23,14,JULY,7,"17,18",2025,17,2025-07-17
2314,23,14,JULY,7,"17,18",2025,18,2025-07-18
2314,23,14,SEPTEMBER,9,"24,25",2025,24,2025-09-24
2314,23,14,SEPTEMBER,9,"24,25",2025,25,2025-09-25
2315,23,15,MAY,5,"9,12",2025,9,2025-05-09
2315,23,15,MAY,5,"9,12",2025,12,2025-05-12
2315,23,15,JULY,7,"21,22",2025,21,2025-07-21
2315,23,15,JULY,7,"21,22",2025,22,2025-07-22
2315,23,15,SEPTEMBER,9,"26,29",2025,26,2025-09-26
2315,23,15,SEPTEMBER,9,"26,29",2025,29,2025-09-29
2316,23,16,MAY,5,"13,14",2025,13,2025-05-13
2316,23,16,MAY,5,"13,14",2025,14,2025-05-14
2316,23,16,JULY,7,"23,24",2025,23,2025-07-23
2316,23,16,JULY,7,"23,24",2025,24,2025-07-24
2316,23,16,SEPTEMBER,9,30,2025,30,2025-09-30
2316,23,16,OCTOBER,10,1,2025,1,2025-10-01
2317,23,17,MAY,5,"15,16",2025,15,2025-05-15
2317,23,17,MAY,5,"15,16",2025,16,2025-05-16
2317,23,17,JULY,7,"25,28",2025,25,2025-07-25
2317,23,17,JULY,7,"25,28",2025,28,2025-07-28
2317,23,17,OCTOBER,10,"2,3",2025,2,2025-10-02
2317,23,17,OCTOBER,10,"2,3",2025,3,2025-10-03
2318,23,18,MAY,5,"19,20",2025,19,2025-05-19
2318,23,18,MAY,5,"19,20",2025,20,2025-05-20
2318,23,18,JULY,7,"29,30",2025,29,2025-07-29
2318,23,18,JULY,7,"29,30",2025,30,2025-07-30
2318,23,18,OCTOBER,10,"6,7",2025,6,2025-10-06
2318,23,18,OCTOBER,10,"6,7",2025,7,2025-10-07
2319,23,19,MAY,5,"21,22",2025,21,2025-05-21
2319,23,19,MAY,5,"21,22",2025,22,2025-05-22
2319,23,19,JULY,7,31,2025,31,2025-07-31
2319,23,19,AUGUST,8,1,2025,1,2025-08-01
2319,23,19,OCTOBER,10,"8,9",2025,8,2025-10-08
2319,23,19,OCTOBER,10,"8,9",2025,9,2025-10-09
2320,23,20,MAY,5,"23,27",2025,23,2025-05-23
2320,23,20,MAY,5,"23,27",2025,27,2025-05-27
2320,23,20,AUGUST,8,"4,5",2025,4,2025-08-04
2320,23,20,AUGUST,8,"4,5",2025,5,2025-08-05
2320,23,20,OCTOBER,10,"10,14",2025,10,2025-10-10
2320,23,20,OCTOBER,10,"10,14",2025,14,2025-10-14
2321,23,21,MAY,5,"28,29",2025,28,2025-05-28
2321,23,21,MAY,5,"28,29",2025,29,2025-05-29
2321,23,21,AUGUST,8,"6,7",2025,6,2025-08-06
2321,23,21,AUGUST,8,"6,7",2025,7,2025-08-07
2321,23,21,OCTOBER,10,"15,16",2025,15,2025-10-15
2321,23,21,OCTOBER,10,"15,16",2025,16,2025-10-16
2322,23,22,MAY,5,30,2025,30,2025-05-30
2322,23,22,JUNE,6,2,2025,2,2025-06-02
2322,23,22,AUGUST,8,"8,11",2025,8,2025-08-08
2322,23,22,AUGUST,8,"8,11",2025,11,2025-08-11
2322,23,22,OCTOBER,10,"17,20",2025,17,2025-10-17
2322,23,22,OCTOBER,10,"17,20",2025,20,2025-10-20
2323,23,23,JUNE,6,"3,4",2025,3,2025-06-03
2323,23,23,JUNE,6,"3,4",2025,4,2025-06-04
2323,23,23,AUGUST,8,"12,13",2025,12,2025-08-12
2323,23,23,AUGUST,8,"12,13",2025,13,2025-08-13
2323,23,23,OCTOBER,10,"21,22",2025,21,2025-10-21
2323,23,23,OCTOBER,10,"21,22",2025,22,2025-10-22
2324,23,24,JUNE,6,"5,6",2025,5,2025-06-05
2324,23,24,JUNE,6,"5,6",2025,6,2025-06-06
2324,23,24,AUGUST,8,"14,15",2025,14,2025-08-14
2324,23,24,AUGUST,8,"14,15",2025,15,2025-08-15
2324,23,24,OCTOBER,10,"23,24",2025,23,2025-10-23
2324,23,24,OCTOBER,10,"23,24",2025,24,2025-10-24
2401,24,01,APRIL,4,"1,2",2025,1,2025-04-01
2401,24,01,APRIL,4,"1,2",2025,2,2025-04-02
2401,24,01,MAY,5,"1,2",2025,1,2025-05-01
2401,24,01,MAY,5,"1,2",2025,2,2025-05-02
2401,24,01,JUNE,6,"4,7",2025,4,2025-06-04
2401,24,01,JUNE,6,"4,7",2025,7,2025-06-07
2401,24,01,JULY,7,"7,8",2025,7,2025-07-07
2401,24,01,JULY,7,"7,8",2025,8,2025-07-08
2401,24,01,AUGUST,8,"6,7",2025,6,2025-08-06
2401,24,01,AUGUST,8,"6,7",2025,7,2025-08-07
2401,24,01,SEPTEMBER,9,"8,9",2025,8,2025-09-08
2401,24,01,SEPTEMBER,9,"8,9",2025,9,2025-09-09
2401,24,01,OCTOBER,10,"8,9",2025,8,2025-10-08
2401,24,01,OCTOBER,10,"8,9",2025,9,2025-10-09
2401,24,01,NOVEMBER,11,"10,12",2025,10,2025-11-10
2401,24,01,NOVEMBER,11,"10,12",2025,12,2025-11-12
2402,24,02,APRIL,4,"3,4",2025,3,2025-04-03
2402,24,02,APRIL,4,"3,4",2025,4,2025-04-04
2402,24,02,MAY,5,"5,6",2025,5,2025-05-05
2402,24,02,MAY,5,"5,6",2025,6,2025-05-06
2402,24,02,JUNE,6,"6,9",2025,6,2025-06-06
2402,24,02,JUNE,6,"6,9",2025,9,2025-06-09
2402,24,02,JULY,7,"9,10",2025,9,2025-07-09
2402,24,02,JULY,7,"9,10",2025,10,2025-07-10
2402,24,02,AUGUST,8,"8,11",2025,8,2025-08-08
2402,24,02,AUGUST,8,"8,11",2025,11,2025-08-11
2402,24,02,SEPTEMBER,9,"10,11",2025,10,2025-09-10
2402,24,02,SEPTEMBER,9,"10,11",2025,11,2025-09-11
2402,24,02,OCTOBER,10,"10,14",2025,10,2025-10-10
2402,24,02,OCTOBER,10,"10,14",2025,14,2025-10-14
2402,24,02,NOVEMBER,11,"13,14",2025,13,2025-11-13
2402,24,02,NOVEMBER,11,"13,14",2025,14,2025-11-14
2403,24,03,APRIL,4,"7,8",2025,7,2025-04-07
2403,24,03,APRIL,4,"7,8",2025,8,2025-04-08
2403,24,03,MAY,5,"7,8",2025,7,2025-05-07
2403,24,03,MAY,5,"7,8",2025,8,2025-05-08
2403,24,03,JUNE,6,"9,10",2025,9,2025-06-09
2403,24,03,JUNE,6,"9,10",2025,10,2025-06-10
2403,24,03,JULY,7,"11,14",2025,11,2025-07-11
2403,24,03,JULY,7,"11,14",2025,14,2025-07-14
2403,24,03,AUGUST,8,"12,13",2025,12,2025-08-12
2403,24,03,AUGUST,8,"12,13",2025,13,2025-08-13
2403,24,03,SEPTEMBER,9,"12,15",2025,12,2025-09-12
2403,24,03,SEPTEMBER,9,"12,15",2025,15,2025-09-15
2403,24,03,OCTOBER,10,"15,16",2025,15,2025-10-15
2403,24,03,OCTOBER,10,"15,16",2025,16,2025-10-16
2403,24,03,NOVEMBER,11,"17,18",2025,17,2025-11-17
2403,24,03,NOVEMBER,11,"17,18",2025,18,2025-11-18
2404,24,04,APRIL,4,"9,10",2025,9,2025-04-09
2404,24,04,APRIL,4,"9,10",2025,10,2025-04-10
2404,24,04,MAY,5,"9,12",2025,9,2025-05-09
2404,24,04,MAY,5,"9,12",2025,12,2025-05-12
2404,24,04,JUNE,6,"11,12",2025,11,2025-06-11
2404,24,04,JUNE,6,"11,12",2025,12,2025-06-12
2404,24,04,JULY,7,"15,16",2025,15,2025-07-15
2404,24,04,JULY,7,"15,16",2025,16,2025-07-16
2404,24,04,AUGUST,8,"14,15",2025,14,2025-08-14
2404,24,04,AUGUST,8,"14,15",2025,15,2025-08-15
2404,24,04,SEPTEMBER,9,"16,17",2025,16,2025-09-16
2404,24,04,SEPTEMBER,9,"16,17",2025,17,2025-09-17
2404,24,04,OCTOBER,10,"17,20",2025,17,2025-10-17
2404,24,04,OCTOBER,10,"17,20",2025,20,2025-10-20
2404,24,04,NOVEMBER,11,"19,20",2025,19,2025-11-19
2404,24,04,NOVEMBER,11,"19,20",2025,20,2025-11-20
2405,24,05,APRIL,4,"11,14",2025,11,2025-04-11
2405,24,05,APRIL,4,"11,14",2025,14,2025-04-14
2405,24,05,MAY,5,"13,14",2025,13,2025-05-13
2405,24,05,MAY,5,"13,14",2025,14,2025-05-14
2405,24,05,JUNE,6,"13,16",2025,13,2025-06-13
2405,24,05,JUNE,6,"13,16",2025,16,2025-06-16
2405,24,05,JULY,7,"17,18",2025,17,2025-07-17
2405,24,05,JULY,7,"17,18",2025,18,2025-07-18
2405,24,05,AUGUST,8,"18,19",2025,18,2025-08-18
2405,24,05,AUGUST,8,"18,19",2025,19,2025-08-19
2405,24,05,SEPTEMBER,9,"18,19",2025,18,2025-09-18
2405,24,05,SEPTEMBER,9,"18,19",2025,19,2025-09-19
2405,24,05,OCTOBER,10,"21,22",2025,21,2025-10-21
2405,24,05,OCTOBER,10,"21,22",2025,22,2025-10-22
2405,24,05,NOVEMBER,11,"21,24",2025,21,2025-11-21
2405,24,05,NOVEMBER,11,"21,24",2025,24,2025-11-24
2406,24,06,APRIL,4,"15,16",2025,15,2025-04-15
2406,24,06,APRIL,4,"15,16",2025,16,2025-04-16
2406,24,06,MAY,5,"15,16",2025,15,2025-05-15
2406,24,06,MAY,5,"15,16",2025,16,2025-05-16
2406,24,06,JUNE,6,"17,18",2025,17,2025-06-17
2406,24,06,JUNE,6,"17,18",2025,18,2025-06-18
2406,24,06,JULY,7,"21,22",2025,21,2025-07-21
2406,24,06,JULY,7,"21,22",2025,22,2025-07-22
2406,24,06,AUGUST,8,"20,21",2025,20,2025-08-20
2406,24,06,AUGUST,8,"20,21",2025,21,2025-08-21
2406,24,06,SEPTEMBER,9,"22,23",2025,22,2025-09-22
2406,24,06,SEPTEMBER,9,"22,23",2025,23,2025-09-23
2406,24,06,OCTOBER,10,"23,24",2025,23,2025-10-23
2406,24,06,OCTOBER,10,"23,24",2025,24,2025-10-24
2407,24,07,APRIL,4,"17,18",2025,17,2025-04-17
2407,24,07,APRIL,4,"17,18",2025,18,2025-04-18
2407,24,07,MAY,5,"19,20",2025,19,2025-05-19
2407,24,07,MAY,5,"19,20",2025,20,2025-05-20
2407,24,07,JUNE,6,"20,23",2025,20,2025-06-20
2407,24,07,JUNE,6,"20,23",2025,23,2025-06-23
2407,24,07,JULY,7,"23,24",2025,23,2025-07-23
2407,24,07,JULY,7,"23,24",2025,24,2025-07-24
2407,24,07,AUGUST,8,"22,25",2025,22,2025-08-22
2407,24,07,AUGUST,8,"22,25",2025,25,2025-08-25
2407,24,07,SEPTEMBER,9,"24,25",2025,24,2025-09-24
2407,24,07,SEPTEMBER,9,"24,25",2025,25,2025-09-25
2407,24,07,OCTOBER,10,"27,28",2025,27,2025-10-27
2407,24,07,OCTOBER,10,"27,28",2025,28,2025-10-28
2408,24,08,APRIL,4,"21,22",2025,21,2025-04-21
2408,24,08,APRIL,4,"21,22",2025,22,2025-04-22
2408,24,08,MAY,5,"21,22",2025,21,2025-05-21
2408,24,08,MAY,5,"21,22",2025,22,2025-05-22
2408,24,08,JUNE,6,"24,25",2025,24,2025-06-24
2408,24,08,JUNE,6,"24,25",2025,25,2025-06-25
2408,24,08,JULY,7,"25,28",2025,25,2025-07-25
2408,24,08,JULY,7,"25,28",2025,28,2025-07-28
2408,24,08,AUGUST,8,"26,27",2025,26,2025-08-26
2408,24,08,AUGUST,8,"26,27",2025,27,2025-08-27
2408,24,08,SEPTEMBER,9,"26,29",2025,26,2025-09-26
2408,24,08,SEPTEMBER,9,"26,29",2025,29,2025-09-29
2408,24,08,OCTOBER,10,"29,30",2025,29,2025-10-29
2408,24,08,OCTOBER,10,"29,30",2025,30,2025-10-30
2409,24,09,APRIL,4,"23,24",2025,23,2025-04-23
2409,24,09,APRIL,4,"23,24",2025,24,2025-04-24
2409,24,09,MAY,5,"23,27",2025,23,2025-05-23
2409,24,09,MAY,5,"23,27",2025,27,2025-05-27
2409,24,09,JUNE,6,"26,27",2025,26,2025-06-26
2409,24,09,JUNE,6,"26,27",2025,27,2025-06-27
2409,24,09,JULY,7,"29,30",2025,29,2025-07-29
2409,24,09,JULY,7,"29,30",2025,30,2025-07-30
2409,24,09,AUGUST,8,"28,29",2025,28,2025-08-28
2409,24,09,AUGUST,8,"28,29",2025,29,2025-08-29
2409,24,09,SEPTEMBER,9,30,2025,30,2025-09-30
2409,24,09,OCTOBER,10,"1,31",2025,1,2025-10-01
2409,24,09,OCTOBER,10,"1,31",2025,31,2025-10-31
2409,24,09,NOVEMBER,11,3,2025,3,2025-11-03
2410,24,10,APRIL,4,"25,28",2025,25,2025-04-25
2410,24,10,APRIL,4,"25,28",2025,28,2025-04-28
2410,24,10,MAY,5,"28,29",2025,28,2025-05-28
2410,24,10,MAY,5,"28,29",2025,29,2025-05-29
2410,24,10,JUNE,6,30,2025,30,2025-06-30
2410,24,10,JULY,7,1,2025,1,2025-07-01
2410,24,10,AUGUST,8,"1,2",2025,1,2025-08-01
2410,24,10,AUGUST,8,"1,2",2025,2,2025-08-02
2410,24,10,SEPTEMBER,9,"2,3",2025,2,2025-09-02
2410,24,10,SEPTEMBER,9,"2,3",2025,3,2025-09-03
2410,24,10,OCTOBER,10,"2,3",2025,2,2025-10-02
2410,24,10,OCTOBER,10,"2,3",2025,3,2025-10-03
2410,24,10,NOVEMBER,11,"4,5",2025,4,2025-11-04
2410,24,10,NOVEMBER,11,"4,5",2025,5,2025-11-05
2411,24,11,APRIL,4,"29,30",2025,29,2025-04-29
2411,24,11,APRIL,4,"29,30",2025,30,2025-04-30
2411,24,11,MAY,5,30,2025,30,2025-05-30
2411,24,11,JUNE,6,2,2025,2,2025-06-02
2411,24,11,JULY,7,"2,3",2025,2,2025-07-02
2411,24,11,JULY,7,"2,3",2025,3,2025-07-03
2411,24,11,AUGUST,8,"4,5",2025,4,2025-08-04
2411,24,11,AUGUST,8,"4,5",2025,5,2025-08-05
2411,24,11,SEPTEMBER,9,"4,5",2025,4,2025-09-04
2411,24,11,SEPTEMBER,9,"4,5",2025,5,2025-09-05
2411,24,11,OCTOBER,10,"6,7",2025,6,2025-10-06
2411,24,11,OCTOBER,10,"6,7",2025,7,2025-10-07
2411,24,11,NOVEMBER,11,"4,5",2025,4,2025-11-04
2411,24,11,NOVEMBER,11,"4,5",2025,5,2025-11-05
2501,25,01,APRIL,4,"1,2",2025,1,2025-04-01
2501,25,01,APRIL,4,"1,2",2025,2,2025-04-02
2501,25,01,MAY,5,"2,3",2025,2,2025-05-02
2501,25,01,MAY,5,"2,3",2025,3,2025-05-03
2501,25,01,JUNE,6,"3,4",2025,3,2025-06-03
2501,25,01,JUNE,6,"3,4",2025,4,2025-06-04
2501,25,01,JULY,7,"7,8",2025,7,2025-07-07
2501,25,01,JULY,7,"7,8",2025,8,2025-07-08
2501,25,01,AUGUST,8,"6,7",2025,6,2025-08-06
